,Date,Month,Personal Consumption Expenditure (billions of usd),Core CPI (index 1982-1984=100),Unemployment (%),Supply (thousand barrels per day),Imports (thousand barrels per day),Production (thousand barrels per day),Price of Barrel (usd),Staggered Price of Barrel
1227,2014-05-23,05-2014,11750.9,237.52900000000002,6.3,19563,7809,8472,103.82,103.95
1228,2014-05-30,05-2014,11750.9,237.52900000000002,6.3,18586,7123,8383,103.95,103.23
1229,2014-06-06,06-2014,11812.7,237.83700000000002,6.1,18025,7146,8460,103.23,105.97
1230,2014-06-13,06-2014,11812.7,237.83700000000002,6.1,18557,7234,8477,105.97,107.23
1231,2014-06-20,06-2014,11812.7,237.83700000000002,6.1,18807,7341,8446,107.23,106.69
1232,2014-06-27,06-2014,11812.7,237.83700000000002,6.1,19433,7265,8442,106.69,105.52
1233,2014-07-04,07-2014,11858.1,238.195,6.2,19248,7285,8514,105.52,103.25
1234,2014-07-11,07-2014,11858.1,238.195,6.2,19277,7427,8592,103.25,102.37
1235,2014-07-18,07-2014,11858.1,238.195,6.2,19311,7407,8565,102.37,104.35
1236,2014-07-25,07-2014,11858.1,238.195,6.2,19607,7744,8443,104.35,102.19
1237,2014-08-01,08-2014,11939.1,238.405,6.1,20335,7563,8453,102.19,97.5
1238,2014-08-08,08-2014,11939.1,238.405,6.1,19825,7846,8556,97.5,97.17
1239,2014-08-15,08-2014,11939.1,238.405,6.1,19885,7459,8577,97.17,94.95
1240,2014-08-22,08-2014,11939.1,238.405,6.1,19183,7633,8631,94.95,96.25
1241,2014-08-29,08-2014,11939.1,238.405,6.1,19955,7675,8630,96.25,94.06
1242,2014-09-05,09-2014,11948.8,238.78599999999997,5.9,18596,7621,8590,94.06,92.43
1243,2014-09-12,09-2014,11948.8,238.78599999999997,5.9,19749,8114,8838,92.43,93.52
1244,2014-09-19,09-2014,11948.8,238.78599999999997,5.9,19177,6870,8867,93.52,93.15
1245,2014-09-26,09-2014,11948.8,238.78599999999997,5.9,19400,7284,8837,93.15,91.44
1246,2014-10-03,10-2014,12018.4,239.19099999999997,5.7,19019,7712,8875,91.44,87.63
1247,2014-10-10,10-2014,12018.4,239.19099999999997,5.7,19595,7740,8951,87.63,82.88
1248,2014-10-17,10-2014,12018.4,239.19099999999997,5.7,18645,7477,8934,82.88,82.12
1249,2014-10-24,10-2014,12018.4,239.19099999999997,5.7,20061,7101,8970,82.12,81.29
1250,2014-10-31,10-2014,12018.4,239.19099999999997,5.7,19607,6675,8972,81.29,78.24
1251,2014-11-07,11-2014,12050.2,239.458,5.8,19844,6877,9063,78.24,76.5
1252,2014-11-14,11-2014,12050.2,239.458,5.8,19702,7638,9004,76.5,75.38
1253,2014-11-21,11-2014,12050.2,239.458,5.8,20480,7473,9077,75.38,72.36
1254,2014-11-28,11-2014,12050.2,239.458,5.8,19831,7303,9083,72.36,67.18
1255,2014-12-05,12-2014,12065.0,239.584,5.6,19454,7668,9118,67.18,61.14
1256,2014-12-12,12-2014,12065.0,239.584,5.6,20465,7104,9137,61.14,55.89
1257,2014-12-19,12-2014,12065.0,239.584,5.6,21037,8292,9127,55.89,55.58
1258,2014-12-26,12-2014,12065.0,239.584,5.6,19939,7061,9121,55.58,53.44
1259,2015-01-02,01-2015,12039.9,239.81099999999998,5.7,19344,6856,9132,53.44,48.77
1260,2015-01-09,01-2015,12039.9,239.81099999999998,5.7,19224,7492,9192,48.77,47.07
1261,2015-01-16,01-2015,12039.9,239.81099999999998,5.7,20204,7218,9186,47.07,46.46
1262,2015-01-23,01-2015,12039.9,239.81099999999998,5.7,20508,7422,9213,46.46,45.32
1263,2015-01-30,01-2015,12039.9,239.81099999999998,5.7,18635,7387,9177,45.32,50.58
1264,2015-02-06,02-2015,12089.1,240.172,5.5,19655,7286,9226,50.58,51.14
1265,2015-02-13,02-2015,12089.1,240.172,5.5,20387,7105,9280,51.14,51.69
1266,2015-02-20,02-2015,12089.1,240.172,5.5,19776,7279,9285,51.69,49.16
1267,2015-02-27,02-2015,12089.1,240.172,5.5,19654,7368,9324,49.16,50.38
1268,2015-03-06,03-2015,12145.7,240.755,5.4,18609,6793,9366,50.38,47.69
1269,2015-03-13,03-2015,12145.7,240.755,5.4,19518,7496,9419,47.69,44.39
1270,2015-03-20,03-2015,12145.7,240.755,5.4,18700,7392,9422,44.39,48.68
1271,2015-03-27,03-2015,12145.7,240.755,5.4,19475,7348,9386,48.68,48.91
1272,2015-04-03,04-2015,12187.4,241.34599999999998,5.4,19123,8217,9404,48.91,51.78
1273,2015-04-10,04-2015,12187.4,241.34599999999998,5.4,18995,7148,9384,51.78,54.78
1274,2015-04-17,04-2015,12187.4,241.34599999999998,5.4,19139,7765,9366,54.78,56.14
1275,2015-04-24,04-2015,12187.4,241.34599999999998,5.4,19576,7446,9373,56.14,57.98
1276,2015-05-01,05-2015,12261.1,241.688,5.6,18196,6541,9369,57.98,59.73
1277,2015-05-08,05-2015,12261.1,241.688,5.6,20651,6881,9374,59.73,60.01
1278,2015-05-15,05-2015,12261.1,241.688,5.6,20235,7199,9262,60.01,58.95
1279,2015-05-22,05-2015,12261.1,241.688,5.6,19980,6696,9566,58.95,58.19
1280,2015-05-29,05-2015,12261.1,241.688,5.6,18878,7373,9586,58.19,59.66
1281,2015-06-05,06-2015,12295.6,242.06400000000002,5.3,19783,6623,9610,59.66,60.07
1282,2015-06-12,06-2015,12295.6,242.06400000000002,5.3,19971,7067,9589,60.07,59.89
1283,2015-06-19,06-2015,12295.6,242.06400000000002,5.3,20682,6765,9604,59.89,60.01
1284,2015-06-26,06-2015,12295.6,242.06400000000002,5.3,19730,7513,9595,60.01,57.92
1285,2015-07-03,07-2015,12357.1,242.565,5.2,19246,7316,9604,57.92,52.38
1286,2015-07-10,07-2015,12357.1,242.565,5.2,19864,7354,9562,52.38,51.68
1287,2015-07-17,07-2015,12357.1,242.565,5.2,21021,7941,9558,51.68,49.21
1288,2015-07-24,07-2015,12357.1,242.565,5.2,20246,7545,9413,49.21,47.91
1289,2015-07-31,07-2015,12357.1,242.565,5.2,20221,7180,9465,47.91,44.94
1290,2015-08-07,08-2015,12387.0,242.817,5.1,20094,7573,9395,44.94,43.2
1291,2015-08-14,08-2015,12387.0,242.817,5.1,21397,8038,9348,43.2,41.34
1292,2015-08-21,08-2015,12387.0,242.817,5.1,19423,7199,9337,41.34,40.73
1293,2015-08-28,08-2015,12387.0,242.817,5.1,20252,7855,9218,40.73,46.73
1294,2015-09-04,09-2015,12384.5,243.31599999999997,5.0,19795,7459,9135,46.73,45.16
1295,2015-09-11,09-2015,12384.5,243.31599999999997,5.0,18543,7189,9117,45.16,45.48
1296,2015-09-18,09-2015,12384.5,243.31599999999997,5.0,20141,7176,9136,45.48,45.57
1297,2015-09-25,09-2015,12384.5,243.31599999999997,5.0,19592,7554,9096,45.57,45.0
1298,2015-10-02,10-2015,12387.3,243.768,5.0,18875,7068,9172,45.0,48.36
1299,2015-10-09,10-2015,12387.3,243.768,5.0,19473,7315,9096,48.36,46.82
1300,2015-10-16,10-2015,12387.3,243.768,5.0,19477,7471,9096,46.82,45.16
1301,2015-10-23,10-2015,12387.3,243.768,5.0,20303,7032,9112,45.16,44.99
1302,2015-10-30,10-2015,12387.3,243.768,5.0,19477,6943,9160,44.99,45.98
1303,2015-11-06,11-2015,12422.8,244.24099999999999,5.1,19809,7377,9185,45.98,42.7
1304,2015-11-13,11-2015,12422.8,244.24099999999999,5.1,19465,6968,9182,42.7,40.62
1305,2015-11-20,11-2015,12422.8,244.24099999999999,5.1,19427,7333,9165,40.62,40.49
1306,2015-11-27,11-2015,12422.8,244.24099999999999,5.1,19866,7747,9202,40.49,40.4
1307,2015-12-04,12-2015,12453.8,244.547,5.0,20270,8021,9164,40.4,36.93
1308,2015-12-11,12-2015,12453.8,244.547,5.0,20237,8312,9176,36.93,35.78
1309,2015-12-18,12-2015,12453.8,244.547,5.0,19785,7326,9179,35.78,36.26
1310,2015-12-25,12-2015,12453.8,244.547,5.0,20478,7892,9202,36.26,36.99
1311,2016-01-01,01-2016,12480.5,245.075,4.9,18296,7510,9219,36.99,34.65
1312,2016-01-08,01-2016,12480.5,245.075,4.9,18540,8188,9227,34.65,30.59
1313,2016-01-15,01-2016,12480.5,245.075,4.9,19976,7779,9235,30.59,29.19
1314,2016-01-22,01-2016,12480.5,245.075,4.9,21101,7609,9221,29.19,31.81
1315,2016-01-29,01-2016,12480.5,245.075,4.9,19156,8256,9214,31.81,31.26
1316,2016-02-05,02-2016,12550.2,245.644,4.9,19022,7124,9186,31.26,28.14
1317,2016-02-12,02-2016,12550.2,245.644,4.9,19742,7919,9135,28.14,30.02
1318,2016-02-19,02-2016,12550.2,245.644,4.9,20668,7802,9102,30.02,31.32
1319,2016-02-26,02-2016,12550.2,245.644,4.9,19199,8292,9077,31.32,34.43
1320,2016-03-04,03-2016,12539.9,245.96400000000003,5.0,19864,8048,9078,34.43,37.69
1321,2016-03-11,03-2016,12539.9,245.96400000000003,5.0,19260,7693,9068,37.69,38.32
1322,2016-03-18,03-2016,12539.9,245.96400000000003,5.0,19403,8384,9038,38.32,39.45
1323,2016-03-25,03-2016,12539.9,245.96400000000003,5.0,19454,7748,9022,39.45,36.82
1324,2016-04-01,04-2016,12624.8,246.467,5.0,19868,7254,9008,36.82,36.72
1325,2016-04-08,04-2016,12624.8,246.467,5.0,19987,7940,8977,36.72,41.23
1326,2016-04-15,04-2016,12624.8,246.467,5.0,20228,8187,8953,41.23,41.86
1327,2016-04-22,04-2016,12624.8,246.467,5.0,19828,7550,8938,41.86,44.3
1328,2016-04-29,04-2016,12624.8,246.467,5.0,20242,7660,8825,44.3,44.22
1329,2016-05-06,05-2016,12678.1,247.03599999999997,4.8,19952,7655,8802,44.22,45.44
1330,2016-05-13,05-2016,12678.1,247.03599999999997,4.8,20775,7677,8791,45.44,47.99
1331,2016-05-20,05-2016,12678.1,247.03599999999997,4.8,20438,7315,8767,47.99,48.72
1332,2016-05-27,05-2016,12678.1,247.03599999999997,4.8,20355,7839,8735,48.72,49.0
1333,2016-06-03,06-2016,12761.9,247.435,4.9,19779,7705,8745,49.0,50.18
1334,2016-06-10,06-2016,12761.9,247.435,4.9,20840,7622,8716,50.18,47.89
1335,2016-06-17,06-2016,12761.9,247.435,4.9,20010,8439,8677,47.89,48.71
1336,2016-06-24,06-2016,12761.9,247.435,4.9,21149,7555,8622,48.71,48.17
1337,2016-07-01,07-2016,12779.6,247.791,4.8,20050,8363,8428,48.17,46.17
1338,2016-07-08,07-2016,12779.6,247.791,4.8,19447,7841,8485,46.17,45.6
1339,2016-07-15,07-2016,12779.6,247.791,4.8,20653,8134,8494,45.6,44.44
1340,2016-07-22,07-2016,12779.6,247.791,4.8,20802,8437,8515,44.44,41.83
1341,2016-07-29,07-2016,12779.6,247.791,4.8,20950,8738,8460,41.83,40.82
1342,2016-08-05,08-2016,12813.0,248.37099999999998,4.9,20701,8404,8445,40.82,43.11
1343,2016-08-12,08-2016,12813.0,248.37099999999998,4.9,20625,8193,8597,43.11,47.16
1344,2016-08-19,08-2016,12813.0,248.37099999999998,4.9,20741,8642,8548,47.16,47.05
1345,2016-08-26,08-2016,12813.0,248.37099999999998,4.9,20152,8917,8488,47.05,45.11
1346,2016-09-02,09-2016,12874.5,248.709,5.0,21310,7069,8458,45.11,45.96
1347,2016-09-09,09-2016,12874.5,248.709,5.0,20221,8062,8493,45.96,44.34
1348,2016-09-16,09-2016,12874.5,248.709,5.0,19431,8309,8512,44.34,44.59
1349,2016-09-23,09-2016,12874.5,248.709,5.0,19226,7835,8497,44.59,46.55
1350,2016-09-30,09-2016,12874.5,248.709,5.0,20561,7710,8467,46.55,49.48
1351,2016-10-07,10-2016,12912.8,249.06799999999998,4.9,20738,7861,8450,49.48,50.29
1352,2016-10-14,10-2016,12912.8,249.06799999999998,4.9,19716,6907,8464,50.29,50.56
1353,2016-10-21,10-2016,12912.8,249.06799999999998,4.9,20465,7016,8504,50.56,49.36
1354,2016-10-28,10-2016,12912.8,249.06799999999998,4.9,19884,8995,8522,49.36,45.51
1355,2016-11-04,11-2016,12942.0,249.502,4.7,20191,7442,8692,45.51,44.61
1356,2016-11-11,11-2016,12942.0,249.502,4.7,19349,8423,8681,44.61,45.15
1357,2016-11-18,11-2016,12942.0,249.502,4.7,20034,7578,8690,45.15,47.25
1358,2016-11-25,11-2016,12942.0,249.502,4.7,19758,7548,8699,47.25,48.63
1359,2016-12-02,12-2016,13024.5,249.959,4.7,19102,8303,8697,48.63,50.97
1360,2016-12-09,12-2016,13024.5,249.959,4.7,18879,7360,8796,50.97,51.91
1361,2016-12-16,12-2016,13024.5,249.959,4.7,21409,8471,8786,51.91,51.95
1362,2016-12-23,12-2016,13024.5,249.959,4.7,20159,8167,8766,51.95,53.6
1363,2016-12-30,12-2016,13024.5,249.959,4.7,17925,7183,8770,53.6,53.34
1364,2017-01-06,01-2017,13079.4,250.519,4.7,18606,9052,8946,53.34,52.07
1365,2017-01-13,01-2017,13079.4,250.519,4.7,20702,8378,8944,52.07,51.82
1366,2017-01-20,01-2017,13079.4,250.519,4.7,18639,7810,8961,51.82,52.74
1367,2017-01-27,01-2017,13079.4,250.519,4.7,19307,8290,8915,52.74,53.33
1368,2017-02-03,02-2017,13090.6,250.987,4.6,20814,9372,8978,53.33,52.88
1369,2017-02-10,02-2017,13090.6,250.987,4.6,18663,8491,8977,52.88,53.22
1370,2017-02-17,02-2017,13090.6,250.987,4.6,20360,7286,9001,53.22,54.03
1371,2017-02-24,02-2017,13090.6,250.987,4.6,19496,7589,9032,54.03,53.56
1372,2017-03-03,03-2017,13143.3,250.894,4.4,19900,8150,9088,53.56,50.5
1373,2017-03-10,03-2017,13143.3,250.894,4.4,19464,7405,9109,50.5,48.03
1374,2017-03-17,03-2017,13143.3,250.894,4.4,19255,8307,9129,48.03,47.28
1375,2017-03-24,03-2017,13143.3,250.894,4.4,19874,8224,9147,47.28,49.14
1376,2017-03-31,03-2017,13143.3,250.894,4.4,19703,7850,9199,49.14,51.26
1377,2017-04-07,04-2017,13185.7,251.12900000000002,4.4,19879,7878,9235,51.26,53.19
1378,2017-04-14,04-2017,13185.7,251.12900000000002,4.4,19440,7810,9252,53.19,51.09
1379,2017-04-21,04-2017,13185.7,251.12900000000002,4.4,19110,8912,9265,51.09,49.12
1380,2017-04-28,04-2017,13185.7,251.12900000000002,4.4,19894,8264,9293,49.12,47.21
1381,2017-05-05,05-2017,13201.0,251.372,4.4,20545,7620,9314,47.21,47.04
1382,2017-05-12,05-2017,13201.0,251.372,4.4,19484,8590,9305,47.04,49.24
1383,2017-05-19,05-2017,13201.0,251.372,4.4,20795,8294,9320,49.24,50.21
1384,2017-05-26,05-2017,13201.0,251.372,4.4,20757,7985,9342,50.21,48.48
1385,2017-06-02,06-2017,13250.8,251.71400000000003,4.3,19340,8341,9318,48.48,46.57
1386,2017-06-09,06-2017,13250.8,251.71400000000003,4.3,19514,8025,9330,46.57,45.3
1387,2017-06-16,06-2017,13250.8,251.71400000000003,4.3,21067,7876,9350,45.3,43.09
1388,2017-06-23,06-2017,13250.8,251.71400000000003,4.3,19646,8016,9250,43.09,44.63
1389,2017-06-30,06-2017,13250.8,251.71400000000003,4.3,22225,7742,9338,44.63,44.96
1390,2017-07-07,07-2017,13274.1,252.00900000000001,4.3,19958,7610,9397,44.96,45.51
1391,2017-07-14,07-2017,13274.1,252.00900000000001,4.3,21178,7996,9429,45.51,46.41
1392,2017-07-21,07-2017,13274.1,252.00900000000001,4.3,21289,8044,9410,46.41,48.27
1393,2017-07-28,07-2017,13274.1,252.00900000000001,4.3,20591,8253,9430,48.27,49.52
1394,2017-08-04,08-2017,13317.3,252.562,4.4,21929,7762,9423,49.52,49.08
1395,2017-08-11,08-2017,13317.3,252.562,4.4,20959,8126,9502,49.08,47.52
1396,2017-08-18,08-2017,13317.3,252.562,4.4,20678,8790,9528,47.52,47.68
1397,2017-08-25,08-2017,13317.3,252.562,4.4,21430,7905,9530,47.68,46.68
1398,2017-09-01,09-2017,13443.8,252.888,4.2,19957,7083,8781,46.68,48.58
1399,2017-09-08,09-2017,13443.8,252.888,4.2,19715,6480,9353,48.58,49.07
1400,2017-09-15,09-2017,13443.8,252.888,4.2,20443,7368,9510,49.07,50.12
1401,2017-09-22,09-2017,13443.8,252.888,4.2,21100,7427,9547,50.12,51.77
1402,2017-09-29,09-2017,13443.8,252.888,4.2,19714,7214,9561,51.77,50.23
1403,2017-10-06,10-2017,13501.3,253.53400000000002,4.1,19716,7617,9480,50.23,50.77
1404,2017-10-13,10-2017,13501.3,253.53400000000002,4.1,19142,7483,8406,50.77,51.74
1405,2017-10-20,10-2017,13501.3,253.53400000000002,4.1,20010,8123,9507,51.74,52.51
1406,2017-10-27,10-2017,13501.3,253.53400000000002,4.1,19184,7571,9553,52.51,54.59
1407,2017-11-03,11-2017,13587.6,253.855,4.2,21301,7377,9620,54.59,57.05
1408,2017-11-10,11-2017,13587.6,253.855,4.2,19755,7898,9645,57.05,55.81
1409,2017-11-17,11-2017,13587.6,253.855,4.2,19289,7873,9658,55.81,57.47
1410,2017-11-24,11-2017,13587.6,253.855,4.2,19664,7329,9682,57.47,57.81
1411,2017-12-01,12-2017,13669.9,254.38,4.1,19948,7202,9707,57.81,56.92
1412,2017-12-08,12-2017,13669.9,254.38,4.1,20471,7363,9780,56.92,57.17
1413,2017-12-15,12-2017,13669.9,254.38,4.1,21111,7834,9789,57.17,57.87
1414,2017-12-22,12-2017,13669.9,254.38,4.1,20775,7993,9754,57.87,59.88
1415,2017-12-29,12-2017,13669.9,254.38,4.1,19947,7966,9782,59.88,61.36
1416,2018-01-05,01-2018,13697.7,255.106,4.1,20639,7658,9492,61.36,63.26
1417,2018-01-12,01-2018,13697.7,255.106,4.1,20809,7950,9750,63.26,63.77
1418,2018-01-19,01-2018,13697.7,255.106,4.1,20636,8041,9878,63.77,65.14
1419,2018-01-26,01-2018,13697.7,255.106,4.1,21003,8430,9919,65.14,65.32
1420,2018-02-02,02-2018,13712.2,255.57,4.1,20843,7892,10251,65.32,62.01
1421,2018-02-09,02-2018,13712.2,255.57,4.1,20284,7888,10271,62.01,60.56
1422,2018-02-16,02-2018,13712.2,255.57,4.1,20454,7021,10270,60.56,62.47
1423,2018-02-23,02-2018,13712.2,255.57,4.1,19872,7282,10283,62.47,62.07
1424,2018-03-02,03-2018,13775.1,256.075,4.0,20470,8003,10369,62.07,61.65
1425,2018-03-09,03-2018,13775.1,256.075,4.0,20931,7585,10381,61.65,61.28
1426,2018-03-16,03-2018,13775.1,256.075,4.0,20675,7077,10407,61.28,64.11
1427,2018-03-23,03-2018,13775.1,256.075,4.0,20917,8148,10433,64.11,64.97
1428,2018-03-30,03-2018,13775.1,256.075,4.0,21217,7898,10460,64.97,63.07
1429,2018-04-06,04-2018,13861.5,256.487,4.0,19812,8650,10525,63.07,66.02
1430,2018-04-13,04-2018,13861.5,256.487,4.0,21434,7930,10540,66.02,67.55
1431,2018-04-20,04-2018,13861.5,256.487,4.0,19000,8469,10586,67.55,67.91
1432,2018-04-27,04-2018,13861.5,256.487,4.0,20164,8549,10619,67.91,68.38
1433,2018-05-04,05-2018,13953.2,257.057,3.8,20548,7323,10703,68.38,70.56
1434,2018-05-11,05-2018,13953.2,257.057,3.8,20527,7601,10723,70.56,71.3
1435,2018-05-18,05-2018,13953.2,257.057,3.8,20653,8159,10725,71.3,70.98
1436,2018-05-25,05-2018,13953.2,257.057,3.8,20887,7631,10769,70.98,66.96
1437,2018-06-01,06-2018,14004.8,257.422,4.0,18456,8346,10800,66.96,65.35
1438,2018-06-08,06-2018,14004.8,257.422,4.0,21801,8099,10900,65.35,66.21
1439,2018-06-15,06-2018,14004.8,257.422,4.0,20228,8242,10900,66.21,66.32
1440,2018-06-22,06-2018,14004.8,257.422,4.0,20295,8356,10900,66.32,74.03
1441,2018-06-29,06-2018,14004.8,257.422,4.0,21272,9055,10900,74.03,73.73
1442,2018-07-06,07-2018,14077.2,257.902,3.8,19908,7431,10900,73.73,71.96
1443,2018-07-13,07-2018,14077.2,257.902,3.8,21302,9066,11000,71.96,68.95
1444,2018-07-20,07-2018,14077.2,257.902,3.8,21700,7770,11000,68.95,70.01
1445,2018-07-27,07-2018,14077.2,257.902,3.8,20570,7749,10900,70.01,69.46
1446,2018-08-03,08-2018,14128.3,258.065,3.8,20928,7931,10800,69.46,67.9
1447,2018-08-10,08-2018,14128.3,258.065,3.8,20187,9014,10900,67.9,66.15
1448,2018-08-17,08-2018,14128.3,258.065,3.8,21541,7518,11000,66.15,68.1
1449,2018-08-24,08-2018,14128.3,258.065,3.8,22137,7485,11000,68.1,69.66
1450,2018-08-31,08-2018,14128.3,258.065,3.8,21663,7714,11000,69.66,68.51
1451,2018-09-07,09-2018,14138.1,258.606,3.7,20570,7591,10900,68.51,68.96
1452,2018-09-14,09-2018,14138.1,258.606,3.7,21134,8024,11000,68.96,70.28
1453,2018-09-21,09-2018,14138.1,258.606,3.7,19999,7802,11100,70.28,72.84
1454,2018-09-28,09-2018,14138.1,258.606,3.7,20174,7965,11100,72.84,75.13
1455,2018-10-05,10-2018,14221.1,258.993,3.8,19823,7397,11200,75.13,72.96
1456,2018-10-12,10-2018,14221.1,258.993,3.8,19960,7615,10900,72.96,70.24
1457,2018-10-19,10-2018,14221.1,258.993,3.8,21491,7678,10900,70.24,67.43
1458,2018-10-26,10-2018,14221.1,258.993,3.8,20997,7344,11200,67.43,65.06
1459,2018-11-02,11-2018,14266.0,259.488,3.7,20386,7539,11600,65.06,61.57
1460,2018-11-09,11-2018,14266.0,259.488,3.7,22387,7452,11700,61.57,56.92
1461,2018-11-16,11-2018,14266.0,259.488,3.7,21264,7554,11700,56.92,54.99
1462,2018-11-23,11-2018,14266.0,259.488,3.7,20485,8162,11700,54.99,51.01
1463,2018-11-30,11-2018,14266.0,259.488,3.7,20530,7219,11700,51.01,52.63
1464,2018-12-07,12-2018,14148.6,259.986,3.9,21481,7393,11600,52.63,51.54
1465,2018-12-14,12-2018,14148.6,259.986,3.9,22329,7423,11600,51.54,46.98
1466,2018-12-21,12-2018,14148.6,259.986,3.9,20741,7656,11700,46.98,45.22
1467,2018-12-28,12-2018,14148.6,259.986,3.9,19056,7392,11700,45.22,47.0
1468,2019-01-04,01-2019,14227.6,260.566,4.0,19764,7846,11700,47.0,50.78
1469,2019-01-11,01-2019,14227.6,260.566,4.0,20864,7527,11900,50.78,51.92
1470,2019-01-18,01-2019,14227.6,260.566,4.0,21460,8191,11900,51.92,52.88
1471,2019-01-25,01-2019,14227.6,260.566,4.0,20815,7083,11900,52.88,53.63
1472,2019-02-01,02-2019,14216.6,260.89799999999997,3.8,21838,7146,11900,53.63,53.53
1473,2019-02-08,02-2019,14216.6,260.89799999999997,3.8,19114,6210,11900,53.53,53.88
1474,2019-02-15,02-2019,14216.6,260.89799999999997,3.8,20720,7522,12000,53.88,56.74
1475,2019-02-22,02-2019,14216.6,260.89799999999997,3.8,21470,5917,12100,56.74,56.12
1476,2019-03-01,03-2019,14354.6,261.317,3.8,20490,7001,12100,56.12,56.35
1477,2019-03-08,03-2019,14354.6,261.317,3.8,20808,6746,12000,56.35,57.81
1478,2019-03-15,03-2019,14354.6,261.317,3.8,21492,6932,12100,57.81,59.44
1479,2019-03-22,03-2019,14354.6,261.317,3.8,20130,6540,12100,59.44,59.49
1480,2019-03-29,03-2019,14354.6,261.317,3.8,19998,6763,12200,59.49,62.36
1481,2019-04-05,04-2019,14452.5,261.835,3.6,20316,6599,12200,62.36,64.1
1482,2019-04-12,04-2019,14452.5,261.835,3.6,19893,5992,12100,64.1,63.8
1483,2019-04-19,04-2019,14452.5,261.835,3.6,20448,7149,12200,63.8,65.28
1484,2019-04-26,04-2019,14452.5,261.835,3.6,20152,7414,12300,65.28,62.9
1485,2019-05-03,05-2019,14516.0,262.199,3.6,20408,6693,12200,62.9,61.81
1486,2019-05-10,05-2019,14516.0,262.199,3.6,19477,7612,12100,61.81,62.1
1487,2019-05-17,05-2019,14516.0,262.199,3.6,19661,6943,12200,62.1,60.72
1488,2019-05-24,05-2019,14516.0,262.199,3.6,21458,6862,12300,60.72,56.93
1489,2019-05-31,05-2019,14516.0,262.199,3.6,19449,7927,12400,56.93,52.97
1490,2019-06-07,06-2019,14565.0,262.925,3.7,21123,7611,12300,52.97,52.52
1491,2019-06-14,06-2019,14565.0,262.925,3.7,20807,7467,12200,52.52,54.75
1492,2019-06-21,06-2019,14565.0,262.925,3.7,20876,6656,12100,54.75,58.38
1493,2019-06-28,06-2019,14565.0,262.925,3.7,20770,7585,12200,58.38,57.32
1494,2019-07-05,07-2019,14644.4,263.587,3.7,21292,7302,12300,57.32,59.02
1495,2019-07-12,07-2019,14644.4,263.587,3.7,20306,6832,12000,59.02,56.74
1496,2019-07-19,07-2019,14644.4,263.587,3.7,21583,7028,11300,56.74,56.05
1497,2019-07-26,07-2019,14644.4,263.587,3.7,21296,6663,12200,56.05,56.55
1498,2019-08-02,08-2019,14682.4,264.18,3.7,21481,7148,12300,56.55,53.28
1499,2019-08-09,08-2019,14682.4,264.18,3.7,22078,7714,12300,53.28,55.31
1500,2019-08-16,08-2019,14682.4,264.18,3.7,20987,7218,12300,55.31,55.5
1501,2019-08-23,08-2019,14682.4,264.18,3.7,22209,5928,12500,55.5,55.21
1502,2019-08-30,08-2019,14682.4,264.18,3.7,21621,6904,12400,55.21,55.73
1503,2019-09-06,09-2019,14707.8,264.682,3.5,21440,6725,12400,55.73,56.16
1504,2019-09-13,09-2019,14707.8,264.682,3.5,20262,7050,12400,56.16,59.33
1505,2019-09-20,09-2019,14707.8,264.682,3.5,21181,6378,12500,59.33,56.9
1506,2019-09-27,09-2019,14707.8,264.682,3.5,20751,6291,12400,56.9,53.12
1507,2019-10-04,10-2019,14740.6,264.987,3.6,21406,6224,12600,53.12,53.27
1508,2019-10-11,10-2019,14740.6,264.987,3.6,20905,6295,12600,53.27,53.49
1509,2019-10-18,10-2019,14740.6,264.987,3.6,21164,5857,12600,53.49,55.2
1510,2019-10-25,10-2019,14740.6,264.987,3.6,21597,6697,12600,55.2,55.17
1511,2019-11-01,11-2019,14786.2,265.501,3.5,21134,6077,12600,55.17,56.69
1512,2019-11-08,11-2019,14786.2,265.501,3.5,21500,5750,12800,56.69,56.85
1513,2019-11-15,11-2019,14786.2,265.501,3.5,21231,5972,12800,56.85,56.9
1514,2019-11-22,11-2019,14786.2,265.501,3.5,21106,6190,12900,56.9,58.07
1515,2019-11-29,11-2019,14786.2,265.501,3.5,21089,5989,12900,58.07,57.64
1516,2019-12-06,12-2019,14841.0,265.832,3.5,18359,6887,12800,57.64,59.25
1517,2019-12-13,12-2019,14841.0,265.832,3.5,21798,6579,12800,59.25,60.75
1518,2019-12-20,12-2019,14841.0,265.832,3.5,21312,6809,12900,60.75,61.26
1519,2019-12-27,12-2019,14841.0,265.832,3.5,19922,6352,12900,61.26,61.62
1520,2020-01-03,01-2020,14870.7,266.476,3.6,19351,6730,12900,61.62,60.84
1521,2020-01-10,01-2020,14870.7,266.476,3.6,19042,6552,13000,60.84,58.29
1522,2020-01-17,01-2020,14870.7,266.476,3.6,21504,6432,13000,58.29,56.15
1523,2020-01-24,01-2020,14870.7,266.476,3.6,19638,6660,13000,56.15,52.69
1524,2020-01-31,01-2020,14870.7,266.476,3.6,20835,6615,12900,52.69,50.36
